monthly_income,income_per_capita,family_size,num_dependents,age,employment_years,months_employed_last_2yrs,total_assets,total_liabilities,net_worth,credit_score,employment_status,housing_status,education_level,marital_status,nationality_group,has_disability,need_score,eligible,support_amount
35000.0,11666.67,3,1,56,18.9,20,896200.0,661900.0,234300.0,529,employed,rented,bachelor,widowed,resident,no,0.05797119047619048,0,0.0
1370.0,228.33,6,5,41,0.5,4,125800.0,97800.0,28000.0,589,unemployed,owned,diploma,married,resident,no,0.8660366845238094,1,12610.0
1720.0,573.33,3,0,35,1.3,0,94300.0,63100.0,31200.0,502,unemployed,family,high_school,single,citizen,no,0.7091518035714286,1,6200.0
6420.0,1284.0,5,0,25,21.3,23,300100.0,20600.0,279500.0,416,employed,owned,bachelor,married,resident,no,0.37893928571428576,1,7360.0
19000.0,3800.0,5,0,62,9.6,22,422700.0,128300.0,294400.0,646,employed,family,bachelor,single,resident,no,-0.04075428571428571,0,0.0
850.0,212.5,4,2,53,0.7,1,153700.0,23400.0,130300.0,619,unemployed,family,high_school,married,resident,no,0.7148697023809523,1,8650.0
14800.0,7400.0,2,0,33,27.3,16,221400.0,23500.0,197900.0,641,employed,rented,none,single,resident,no,-0.02662214285714285,0,0.0
7830.0,1957.5,4,0,48,4.7,15,287600.0,224500.0,63100.0,656,employed,family,high_school,single,resident,no,0.24519624999999998,0,0.0
940.0,470.0,2,0,41,1.8,2,39000.0,30700.0,8300.0,544,unemployed,family,high_school,married,resident,no,0.7047914285714285,1,4590.0
23640.0,5910.0,4,3,35,1.8,17,559700.0,154100.0,405600.0,471,employed,rented,high_school,divorced,citizen,no,0.09782571428571432,0,0.0
14610.0,2435.0,6,0,35,11.3,15,725500.0,59800.0,665700.0,615,employed,rented,diploma,single,resident,no,0.0005675000000000263,0,0.0
8990.0,1284.29,7,6,24,3.6,12,211900.0,115800.0,96100.0,593,employed,family,bachelor,single,resident,no,0.5419538035714286,1,10320.0
5640.0,2820.0,2,1,64,12.2,13,203300.0,150300.0,53000.0,759,retired,family,high_school,married,citizen,no,0.2850333333333333,0,0.0
10840.0,1355.0,8,2,62,4.4,8,293500.0,111300.0,182200.0,546,employed,government_housing,high_school,single,citizen,no,0.3973877380952381,1,11180.0
870.0,217.5,4,3,60,1.7,0,63700.0,28800.0,34900.0,713,unemployed,family,high_school,married,resident,no,0.76331625,1,8710.0
1450.0,207.14,7,0,35,0.2,17,175400.0,100900.0,74500.0,549,student,owned,none,married,citizen,no,0.6083360357142857,1,14190.0
1850.0,616.67,3,0,65,1.9,0,178400.0,127200.0,51200.0,589,unemployed,rented,bachelor,married,resident,no,0.6475617678571428,1,6050.0
4480.0,746.67,6,0,33,23.6,17,119600.0,49800.0,69800.0,574,self_employed,family,bachelor,widowed,citizen,no,0.4599981964285714,0,0.0
9470.0,2367.5,4,1,58,9.2,8,213200.0,87500.0,125700.0,509,self_employed,owned,postgraduate,single,resident,no,0.3285660119047619,0,0.0
7030.0,1757.5,4,3,25,8.5,17,66900.0,24900.0,42000.0,549,employed,owned,postgraduate,married,resident,yes,0.7327955357142857,1,5580.0
6120.0,1530.0,4,2,34,6.7,16,258000.0,78900.0,179100.0,687,self_employed,rented,bachelor,single,resident,no,0.3568566666666667,0,0.0
3470.0,867.5,4,2,46,0.3,21,225300.0,73100.0,152200.0,669,student,rented,diploma,single,resident,no,0.5158029166666666,1,7040.0
1230.0,246.0,5,1,64,0.0,7,119600.0,43700.0,75900.0,666,unemployed,government_housing,high_school,married,resident,no,0.6790933333333333,1,10400.0
8470.0,1411.67,6,5,32,17.2,8,292000.0,20400.0,271600.0,635,employed,rented,bachelor,married,resident,no,0.4088652202380953,1,8380.0
18220.0,1822.0,10,9,40,25.1,8,352100.0,140400.0,211700.0,690,employed,rented,diploma,single,resident,no,0.40842999999999996,1,11500.0
3360.0,840.0,4,1,58,4.6,18,60900.0,46000.0,14900.0,637,retired,owned,diploma,married,resident,no,0.5285469047619048,1,7110.0
11240.0,11240.0,1,0,42,3.7,22,174800.0,34900.0,139900.0,613,employed,rented,diploma,married,citizen,no,0.009677857142857148,0,0.0
8550.0,2850.0,3,1,51,2.9,9,135500.0,105600.0,29900.0,615,retired,family,bachelor,married,resident,yes,0.6097433333333333,1,2640.0
8390.0,2097.5,4,3,39,15.6,8,214100.0,91800.0,122300.0,437,employed,rented,diploma,single,resident,no,0.4304405357142857,1,4450.0
730.0,146.0,5,2,21,1.9,1,165200.0,62200.0,103000.0,594,unemployed,family,bachelor,widowed,citizen,no,0.7461916666666667,1,10750.0
2230.0,371.67,6,5,33,1.0,1,168500.0,79000.0,89500.0,603,unemployed,rented,diploma,single,resident,no,0.8203859345238096,1,12120.0
8050.0,2012.5,4,1,46,11.0,10,274200.0,146800.0,127400.0,584,employed,rented,bachelor,divorced,resident,no,0.287551369047619,0,0.0
12560.0,1570.0,8,2,21,27.1,10,320000.0,246200.0,73800.0,552,employed,family,high_school,married,resident,no,0.40771166666666664,1,10330.0
6910.0,6910.0,1,0,31,22.2,23,415100.0,48100.0,367000.0,673,retired,rented,bachelor,married,resident,yes,0.30905000000000005,1,1000.0
11920.0,2980.0,4,0,63,9.6,20,448900.0,162400.0,286500.0,495,employed,rented,diploma,married,citizen,no,0.14054642857142857,1,2250.0
13800.0,2300.0,6,0,21,25.5,23,579800.0,350400.0,229400.0,621,employed,owned,none,divorced,resident,no,0.1650314285714286,0,0.0
7980.0,2660.0,3,2,32,5.6,15,248800.0,176700.0,72100.0,655,self_employed,rented,high_school,widowed,resident,no,0.2671816666666667,1,2410.0
11930.0,3976.67,3,0,48,14.3,24,377600.0,217700.0,159900.0,521,employed,family,diploma,single,citizen,no,0.05787391071428571,0,0.0
2230.0,446.0,5,2,46,1.9,1,45600.0,23900.0,21700.0,530,unemployed,owned,bachelor,married,citizen,no,0.7774680952380952,1,10050.0
7240.0,2413.33,3,1,30,7.5,13,359500.0,25400.0,334100.0,626,employed,rented,high_school,married,resident,no,0.14611299404761907,0,0.0
6940.0,1735.0,4,0,23,25.4,11,405800.0,169000.0,236800.0,555,employed,rented,high_school,married,citizen,no,0.26371821428571424,0,0.0
3310.0,662.0,5,3,61,2.6,14,163200.0,72300.0,90900.0,497,retired,family,bachelor,single,citizen,no,0.6686385714285713,1,9350.0
7810.0,1952.5,4,0,45,24.1,23,424400.0,176900.0,247500.0,627,employed,owned,none,married,resident,no,0.1943616071428571,0,0.0
6830.0,853.75,8,7,46,11.2,24,251300.0,10900.0,240400.0,623,employed,family,diploma,married,resident,no,0.5227416964285715,1,13370.0
610.0,87.14,7,3,23,0.5,6,150900.0,83900.0,67000.0,631,unemployed,family,bachelor,married,citizen,no,0.7776038928571429,1,14860.0
4380.0,876.0,5,3,30,12.2,11,208800.0,155000.0,53800.0,721,retired,rented,postgraduate,divorced,resident,no,0.5701200000000001,1,8670.0
2590.0,863.33,3,1,24,5.8,17,182400.0,37800.0,144600.0,700,self_employed,government_housing,bachelor,married,resident,no,0.41059870833333334,1,5320.0
1210.0,302.5,4,0,65,1.7,7,19300.0,11100.0,8200.0,569,unemployed,family,high_school,single,citizen,no,0.7093844642857142,1,8460.0
4820.0,602.5,8,6,55,2.5,19,83300.0,58300.0,25000.0,566,employed,family,high_school,married,citizen,no,0.65896875,1,14580.0
6800.0,1360.0,5,4,45,20.6,10,307000.0,239100.0,67900.0,549,employed,family,diploma,married,resident,no,0.501782619047619,1,7350.0
230.0,38.33,6,3,51,0.9,16,15400.0,4800.0,10600.0,685,student,rented,bachelor,single,resident,no,0.6919778750000001,1,12920.0
3860.0,1286.67,3,2,28,28.7,9,131800.0,64400.0,67400.0,676,retired,family,diploma,divorced,citizen,no,0.4858262916666667,1,4800.0
11620.0,1936.67,6,1,65,16.5,15,580500.0,274800.0,305700.0,675,self_employed,rented,bachelor,married,citizen,no,0.23346295833333336,1,6540.0
5830.0,1943.33,3,0,44,24.1,14,289000.0,159200.0,129800.0,678,employed,rented,diploma,married,citizen,no,0.22344537499999997,0,0.0
8790.0,4395.0,2,1,44,18.4,24,195900.0,63700.0,132200.0,673,employed,government_housing,high_school,single,citizen,no,0.024563333333333333,0,0.0
6810.0,1362.0,5,4,64,8.2,19,344400.0,179600.0,164800.0,640,employed,rented,bachelor,married,resident,no,0.415642619047619,1,7220.0
7700.0,2566.67,3,0,25,26.9,9,308600.0,117900.0,190700.0,798,retired,family,high_school,single,citizen,no,0.23200462500000002,0,0.0
1090.0,363.33,3,0,40,2.0,3,97000.0,38900.0,58100.0,591,unemployed,family,high_school,single,citizen,no,0.6725046607142857,1,6460.0
21890.0,10945.0,2,0,24,9.1,16,666700.0,143600.0,523100.0,566,employed,owned,bachelor,single,resident,no,-0.097585,0,0.0
4560.0,760.0,6,3,40,6.6,13,334600.0,30200.0,304400.0,493,employed,owned,none,single,resident,no,0.4851742857142858,1,10450.0
19250.0,2138.89,9,6,33,0.9,21,591500.0,453800.0,137700.0,615,employed,rented,diploma,married,citizen,no,0.41867987500000003,1,9000.0
19290.0,6430.0,3,2,41,23.5,19,680000.0,489800.0,190200.0,591,employed,family,none,single,resident,no,0.07131095238095238,0,0.0
1870.0,374.0,5,0,52,0.5,2,238100.0,31300.0,206800.0,693,unemployed,family,bachelor,single,resident,no,0.585545,1,9940.0
15650.0,3912.5,4,0,33,14.9,9,183600.0,143200.0,40400.0,537,self_employed,family,high_school,married,citizen,no,0.13527517857142857,0,0.0
12870.0,3217.5,4,2,23,15.5,13,633700.0,158000.0,475700.0,717,employed,rented,bachelor,married,resident,no,0.02570291666666666,0,0.0
1300.0,650.0,2,1,28,1.0,0,135700.0,64000.0,71700.0,660,unemployed,family,bachelor,single,citizen,no,0.6351133333333333,1,4300.0
490.0,98.0,5,2,53,0.5,8,181100.0,75700.0,105400.0,553,student,government_housing,high_school,single,resident,no,0.6741802380952381,1,10770.0
8670.0,1734.0,5,2,47,25.8,23,354600.0,192300.0,162300.0,687,employed,family,postgraduate,single,citizen,yes,0.6022866666666666,1,6570.0
13580.0,2716.0,5,0,65,20.4,10,300000.0,218300.0,81700.0,756,employed,owned,high_school,married,citizen,no,0.15335500000000002,0,0.0
2840.0,710.0,4,2,61,16.1,8,179500.0,37700.0,141800.0,545,self_employed,family,bachelor,married,citizen,yes,0.8221616666666668,1,7810.0
11060.0,1106.0,10,3,28,29.3,11,220200.0,86200.0,134000.0,742,employed,rented,bachelor,single,resident,no,0.416175,0,0.0
6720.0,840.0,8,4,54,20.8,13,395300.0,197100.0,198200.0,665,self_employed,owned,diploma,married,citizen,no,0.4944633333333333,1,13380.0
5760.0,2880.0,2,1,25,25.2,9,67400.0,51700.0,15700.0,733,self_employed,rented,bachelor,divorced,resident,no,0.22883833333333334,0,0.0
8990.0,2247.5,4,0,25,27.5,19,214500.0,39800.0,174700.0,633,employed,owned,high_school,married,citizen,yes,0.4832255357142857,1,4230.0
7000.0,2333.33,3,2,56,6.0,20,180400.0,70200.0,110200.0,604,employed,government_housing,diploma,single,citizen,no,0.279382755952381,0,0.0
3450.0,575.0,6,0,39,9.5,10,241900.0,49100.0,192800.0,683,retired,family,bachelor,married,citizen,no,0.45533250000000003,1,10960.0
9070.0,2267.5,4,0,65,14.8,11,503200.0,287800.0,215400.0,552,employed,family,high_school,divorced,resident,no,0.21301625000000002,0,0.0
2020.0,404.0,5,0,21,0.6,0,85500.0,20300.0,65200.0,655,unemployed,rented,high_school,married,resident,no,0.63173,1,9940.0
970.0,485.0,2,0,43,1.9,6,174000.0,81900.0,92100.0,615,unemployed,family,bachelor,single,citizen,no,0.6332025,1,4460.0
670.0,134.0,5,0,34,1.3,3,30100.0,6800.0,23300.0,560,unemployed,rented,bachelor,single,resident,no,0.7281985714285714,1,10760.0
70.0,35.0,2,1,65,0.6,4,140200.0,86900.0,53300.0,467,unemployed,owned,diploma,single,resident,no,0.8153122619047618,1,5190.0
8330.0,1666.0,5,2,51,15.5,22,304900.0,159900.0,145000.0,528,retired,family,diploma,married,resident,no,0.4857059523809523,1,6560.0
1900.0,475.0,4,1,55,1.9,0,190500.0,37900.0,152600.0,577,unemployed,family,diploma,married,resident,no,0.6682001190476191,1,8050.0
7190.0,1027.14,7,4,34,4.0,8,207600.0,157200.0,50400.0,682,employed,government_housing,none,married,resident,no,0.4876400833333333,1,11140.0
6080.0,1216.0,5,1,61,27.8,8,115100.0,76500.0,38600.0,539,employed,rented,none,divorced,resident,no,0.4339519047619047,1,7610.0
9250.0,1156.25,8,1,58,11.7,20,245000.0,184100.0,60900.0,587,employed,rented,bachelor,married,citizen,no,0.4054402083333333,1,11980.0
5130.0,1282.5,4,1,56,20.5,10,102100.0,49700.0,52400.0,440,employed,owned,postgraduate,single,resident,no,0.47821208333333326,1,6150.0
17150.0,3430.0,5,3,42,26.6,14,213400.0,170700.0,42700.0,598,employed,family,high_school,single,resident,no,0.21639428571428576,0,0.0
7810.0,1301.67,6,0,62,10.5,13,362200.0,54800.0,307400.0,456,employed,government_housing,diploma,married,resident,no,0.3443292678571429,0,0.0
16780.0,3356.0,5,4,51,22.0,21,837900.0,24600.0,813300.0,721,employed,rented,none,married,resident,no,-0.04137166666666667,0,0.0
7200.0,7200.0,1,0,23,2.9,16,449100.0,281800.0,167300.0,613,employed,family,none,single,resident,no,8.785714285714646e-05,0,0.0
13270.0,3317.5,4,0,60,7.9,12,505600.0,236500.0,269100.0,683,employed,owned,none,divorced,resident,no,0.02009625000000001,0,0.0
880.0,176.0,5,0,21,0.8,6,72400.0,17500.0,54900.0,581,unemployed,family,high_school,widowed,citizen,no,0.7004135714285714,1,10610.0
7700.0,2566.67,3,0,51,5.3,13,176100.0,6000.0,170100.0,753,self_employed,government_housing,none,single,citizen,no,0.17671462500000001,0,0.0
1450.0,1450.0,1,0,32,1.1,3,114000.0,16200.0,97800.0,483,unemployed,owned,diploma,single,resident,no,0.5980735714285714,1,2170.0
6750.0,3375.0,2,0,61,20.9,15,200400.0,17600.0,182800.0,718,self_employed,rented,diploma,divorced,citizen,no,0.08133250000000002,0,0.0
3130.0,521.67,6,2,53,23.7,22,119600.0,80300.0,39300.0,633,retired,owned,high_school,divorced,resident,no,0.5914380773809523,1,11320.0
1960.0,490.0,4,1,57,1.1,4,237900.0,36600.0,201300.0,634,unemployed,rented,bachelor,divorced,resident,no,0.6168961904761904,1,7950.0
10810.0,2162.0,5,2,52,4.5,10,281800.0,165600.0,116200.0,554,employed,owned,diploma,married,resident,no,0.32512880952380957,1,5080.0
1750.0,350.0,5,3,46,1.9,13,193100.0,13600.0,179500.0,644,student,owned,none,single,resident,no,0.6012285714285714,1,10030.0
5280.0,1320.0,4,0,59,20.3,20,179700.0,139900.0,39800.0,719,employed,owned,none,married,resident,no,0.32507,1,5850.0
45870.0,7645.0,6,0,34,19.1,16,702500.0,524700.0,177800.0,531,self_employed,family,high_school,single,resident,no,0.08077000000000001,0,0.0
750.0,187.5,4,0,44,0.8,2,202200.0,23600.0,178600.0,513,unemployed,owned,bachelor,married,resident,no,0.6946819642857144,1,8670.0
6860.0,1715.0,4,1,34,27.0,9,147400.0,99300.0,48100.0,746,employed,rented,bachelor,single,resident,no,0.31106083333333334,0,0.0
3890.0,1296.67,3,2,26,18.9,11,168100.0,91800.0,76300.0,624,self_employed,rented,postgraduate,married,citizen,no,0.4339434345238095,1,4710.0
9590.0,2397.5,4,3,60,1.5,24,258700.0,185400.0,73300.0,476,employed,family,bachelor,married,resident,no,0.39155482142857145,1,3790.0
9310.0,3103.33,3,2,43,7.5,24,416800.0,165200.0,251600.0,548,employed,family,high_school,single,resident,no,0.17526775595238103,0,0.0
6780.0,968.57,7,3,23,17.1,12,221600.0,21700.0,199900.0,558,employed,rented,none,married,resident,no,0.46114230357142855,1,11300.0
13330.0,2221.67,6,3,58,12.3,10,372200.0,5300.0,366900.0,645,employed,family,none,single,resident,no,0.21200426785714283,0,0.0
19640.0,4910.0,4,0,63,19.4,12,439000.0,41600.0,397400.0,531,employed,rented,bachelor,married,resident,no,-0.03358999999999998,0,0.0
7900.0,1975.0,4,1,50,8.3,15,209300.0,77700.0,131600.0,659,self_employed,government_housing,none,married,resident,no,0.2900858333333334,1,4490.0
7610.0,2536.67,3,1,35,14.8,21,218700.0,137800.0,80900.0,691,self_employed,government_housing,none,married,resident,no,0.2446429583333333,0,0.0
6250.0,1041.67,6,0,59,19.8,16,371700.0,99400.0,272300.0,664,employed,rented,bachelor,single,resident,no,0.275007125,0,0.0
810.0,405.0,2,0,54,0.4,7,84500.0,41400.0,43100.0,641,unemployed,family,high_school,single,resident,no,0.6444953571428571,1,4560.0
8770.0,2192.5,4,2,33,4.2,21,409800.0,248000.0,161800.0,683,employed,rented,postgraduate,single,resident,no,0.25088041666666666,0,0.0
14050.0,1756.25,8,7,35,14.3,13,125200.0,78600.0,46600.0,603,employed,rented,bachelor,married,resident,no,0.5004690178571428,1,9730.0
1180.0,236.0,5,4,65,1.9,1,154500.0,104500.0,50000.0,647,unemployed,rented,diploma,married,resident,no,0.790997619047619,1,10600.0
4420.0,1105.0,4,3,63,7.4,23,225600.0,144100.0,81500.0,573,retired,family,diploma,married,citizen,yes,0.8786625,1,7110.0
18730.0,6243.33,3,1,51,19.9,18,197700.0,143400.0,54300.0,461,employed,family,bachelor,widowed,resident,no,0.15982833333333335,0,0.0
7030.0,1171.67,6,1,22,0.8,10,370300.0,271500.0,98800.0,610,employed,owned,bachelor,divorced,citizen,no,0.3772976011904761,0,0.0
1380.0,345.0,4,0,31,1.4,5,93500.0,33600.0,59900.0,668,unemployed,rented,diploma,married,citizen,no,0.6402225,1,8270.0
6170.0,881.43,7,6,36,6.5,14,123300.0,87200.0,36100.0,678,retired,rented,diploma,single,resident,no,0.675704125,1,11930.0
7860.0,1310.0,6,4,45,18.1,17,230100.0,121300.0,108800.0,688,employed,rented,postgraduate,married,resident,no,0.4353783333333333,1,8720.0
14340.0,3585.0,4,3,60,14.0,9,468800.0,121900.0,346900.0,498,employed,government_housing,bachelor,married,citizen,no,0.14962964285714286,0,0.0
7850.0,1570.0,5,2,59,19.8,12,250300.0,1200.0,249100.0,681,employed,rented,high_school,widowed,resident,no,0.2903566666666667,1,6510.0
7380.0,1476.0,5,0,33,10.8,19,475100.0,110600.0,364500.0,772,self_employed,family,high_school,married,resident,no,0.23137500000000005,0,0.0
8910.0,2227.5,4,2,25,23.2,22,106900.0,73700.0,33200.0,566,retired,family,postgraduate,divorced,resident,no,0.43995291666666664,1,4200.0
2220.0,555.0,4,3,33,1.0,4,106700.0,66000.0,40700.0,570,unemployed,rented,diploma,married,resident,no,0.7690317857142858,1,8040.0
5830.0,1457.5,4,0,31,2.0,16,270100.0,97900.0,172200.0,757,employed,owned,bachelor,single,citizen,no,0.26326125,0,0.0
680.0,340.0,2,0,61,0.3,7,109300.0,68700.0,40600.0,665,unemployed,rented,diploma,married,resident,yes,0.9475400000000002,1,5080.0
140.0,46.67,3,1,21,0.9,4,189900.0,137000.0,52900.0,731,unemployed,rented,bachelor,married,citizen,no,0.7095679583333333,1,6990.0
8530.0,1421.67,6,0,58,29.3,22,76300.0,57300.0,19000.0,596,employed,rented,high_school,single,citizen,no,0.35176926785714285,1,8260.0
780.0,260.0,3,0,50,1.1,7,95600.0,55800.0,39800.0,764,unemployed,government_housing,bachelor,married,citizen,no,0.65682,1,6600.0
10960.0,3653.33,3,2,25,1.0,18,403200.0,175600.0,227600.0,622,employed,rented,postgraduate,single,citizen,no,0.07950704166666668,0,0.0
17180.0,5726.67,3,2,51,12.2,21,654400.0,418400.0,236000.0,576,employed,owned,high_school,single,resident,yes,0.3638523809523809,0,0.0
12700.0,6350.0,2,0,47,18.6,8,96200.0,34900.0,61300.0,493,self_employed,rented,bachelor,widowed,resident,no,0.1432592857142857,0,0.0
10820.0,2164.0,5,0,21,28.1,8,440700.0,223100.0,217600.0,454,employed,family,high_school,married,resident,no,0.27989,0,0.0
3220.0,1610.0,2,1,31,1.6,16,89000.0,40900.0,48100.0,741,student,family,diploma,single,resident,no,0.43537333333333333,1,3040.0
7540.0,1256.67,6,5,36,3.8,23,221900.0,167600.0,54300.0,560,self_employed,rented,none,married,resident,no,0.582714863095238,1,9100.0
17530.0,3506.0,5,2,30,24.2,13,134700.0,79700.0,55000.0,696,employed,government_housing,high_school,married,citizen,no,0.14049166666666668,0,0.0
10630.0,2657.5,4,3,47,5.8,14,351300.0,275600.0,75700.0,750,employed,owned,bachelor,married,citizen,no,0.26203625,0,0.0
6010.0,1202.0,5,3,48,26.9,24,254900.0,160000.0,94900.0,713,self_employed,owned,diploma,single,resident,no,0.45656,1,7680.0
9970.0,4985.0,2,1,28,7.1,14,305700.0,40800.0,264900.0,580,employed,owned,diploma,married,resident,no,0.018118333333333334,0,0.0
1190.0,595.0,2,1,26,0.2,5,43900.0,27900.0,16000.0,499,unemployed,owned,high_school,single,resident,no,0.7470815476190475,1,4530.0
15100.0,2157.14,7,1,50,23.9,11,576700.0,381600.0,195100.0,688,employed,family,diploma,divorced,resident,no,0.20987008333333335,0,0.0
13150.0,2191.67,6,5,42,13.6,23,460300.0,314900.0,145400.0,691,employed,rented,postgraduate,divorced,resident,no,0.35671379166666667,0,0.0
4310.0,1436.67,3,0,32,4.5,13,79900.0,55500.0,24400.0,755,self_employed,family,bachelor,married,resident,no,0.354834625,1,4380.0
6810.0,1702.5,4,0,32,9.1,19,90400.0,57400.0,33000.0,497,employed,rented,bachelor,single,citizen,no,0.3718473214285714,1,5150.0
470.0,235.0,2,0,22,0.2,6,12800.0,9400.0,3400.0,693,unemployed,owned,bachelor,married,resident,no,0.6723725,1,4770.0
4880.0,2440.0,2,0,59,5.4,13,321400.0,200000.0,121400.0,774,self_employed,rented,diploma,married,citizen,no,0.20801,0,0.0
7960.0,2653.33,3,2,58,26.4,18,200300.0,125200.0,75100.0,596,employed,owned,bachelor,single,resident,no,0.2602391845238095,0,0.0
1140.0,380.0,3,2,45,0.5,1,110200.0,51100.0,59100.0,783,unemployed,family,none,single,resident,no,0.7032316666666667,1,6480.0
2150.0,716.67,3,0,36,1.3,3,149400.0,61000.0,88400.0,645,unemployed,rented,diploma,single,resident,no,0.591291767857143,1,5810.0
3030.0,1515.0,2,0,30,26.1,22,248100.0,150100.0,98000.0,633,retired,family,diploma,married,resident,no,0.39247678571428574,1,3070.0
7130.0,1426.0,5,1,34,29.8,21,198000.0,25500.0,172500.0,481,employed,owned,none,married,citizen,no,0.39660476190476185,1,7030.0
13840.0,1384.0,10,6,62,12.2,13,645500.0,111100.0,534400.0,694,employed,family,diploma,married,resident,no,0.34476000000000007,1,13600.0
2380.0,595.0,4,3,24,0.7,7,144400.0,92500.0,51900.0,629,unemployed,owned,high_school,single,resident,no,0.7268975,1,7900.0
5060.0,843.33,6,0,58,6.1,23,294700.0,52700.0,242000.0,732,self_employed,rented,bachelor,married,citizen,no,0.34542537500000003,0,0.0
2370.0,395.0,6,2,34,1.9,4,124200.0,85600.0,38600.0,707,unemployed,family,high_school,divorced,resident,no,0.7087191666666667,1,11880.0
11620.0,2324.0,5,3,32,12.7,13,305300.0,102300.0,203000.0,652,self_employed,rented,bachelor,married,resident,no,0.2925,1,4630.0
210.0,210.0,1,0,57,1.4,0,53900.0,34100.0,19800.0,705,unemployed,rented,high_school,single,citizen,no,0.669445,1,2900.0
9730.0,1946.0,5,4,64,18.1,19,438600.0,245700.0,192900.0,477,employed,rented,bachelor,single,resident,no,0.4332504761904762,1,5780.0
9950.0,1658.33,6,1,65,18.2,15,386900.0,18500.0,368400.0,619,self_employed,government_housing,diploma,married,citizen,no,0.2605454940476191,0,0.0
11610.0,3870.0,3,1,33,0.9,19,309700.0,25200.0,284500.0,490,employed,owned,bachelor,married,resident,no,0.07731190476190479,0,0.0
7070.0,1767.5,4,3,47,1.8,20,233700.0,16800.0,216900.0,731,employed,rented,bachelor,married,citizen,no,0.31274125,1,4930.0
550.0,78.57,7,5,34,0.2,7,49900.0,29300.0,20600.0,603,unemployed,family,diploma,single,resident,no,0.8774746845238096,1,15000.0
7440.0,2480.0,3,2,29,3.6,8,430400.0,41500.0,388900.0,652,self_employed,rented,bachelor,married,resident,no,0.17655166666666672,0,0.0
4030.0,671.67,6,4,38,4.4,24,144800.0,19700.0,125100.0,801,employed,rented,bachelor,single,resident,no,0.5014854583333334,1,10740.0
2850.0,356.25,8,4,23,28.6,23,211900.0,100300.0,111600.0,669,retired,family,bachelor,single,resident,no,0.6416952083333333,1,15000.0
1610.0,536.67,3,0,28,0.6,2,153900.0,20600.0,133300.0,702,unemployed,government_housing,high_school,married,resident,no,0.592969625,1,6080.0
13460.0,6730.0,2,0,47,26.2,14,466400.0,230600.0,235800.0,516,self_employed,family,bachelor,single,resident,no,0.06904142857142859,0,0.0
350.0,116.67,3,2,51,0.3,23,61000.0,32900.0,28100.0,682,student,rented,high_school,married,resident,no,0.6437062916666667,1,6790.0
40290.0,5036.25,8,2,33,6.8,15,1393400.0,1027000.0,366400.0,577,employed,family,diploma,single,resident,no,0.017640952380952396,0,0.0
1480.0,370.0,4,2,46,1.2,4,188200.0,68600.0,119600.0,398,unemployed,government_housing,bachelor,divorced,citizen,no,0.8271816666666666,1,8500.0
12550.0,2510.0,5,0,55,13.5,20,184400.0,102800.0,81600.0,556,employed,rented,bachelor,married,resident,no,0.23027928571428571,1,4070.0
7020.0,1404.0,5,2,61,7.7,24,211800.0,42600.0,169200.0,692,employed,owned,none,single,resident,no,0.33699666666666667,1,7000.0
11140.0,2785.0,4,1,46,12.5,22,85100.0,19000.0,66100.0,464,employed,rented,bachelor,married,resident,no,0.2906715476190476,0,0.0
7360.0,1226.67,6,3,31,6.0,15,163900.0,114500.0,49400.0,683,employed,rented,bachelor,widowed,resident,no,0.43220962499999993,1,8970.0
21920.0,7306.67,3,1,53,15.2,12,671700.0,323500.0,348200.0,681,self_employed,rented,diploma,widowed,resident,no,-0.013536666666666655,0,0.0
12480.0,4160.0,3,2,28,29.5,13,459700.0,271300.0,188400.0,743,employed,rented,high_school,married,citizen,yes,0.3382266666666667,1,1000.0
890.0,445.0,2,0,27,0.1,0,24900.0,3200.0,21700.0,725,unemployed,rented,diploma,single,citizen,no,0.6423425,1,4520.0
7560.0,1890.0,4,3,37,24.8,13,351200.0,1100.0,350100.0,597,employed,owned,high_school,divorced,citizen,yes,0.5826257142857141,1,5090.0
5560.0,926.67,6,5,35,24.3,15,203900.0,28700.0,175200.0,608,employed,family,high_school,married,citizen,yes,0.8125962916666667,1,10440.0
920.0,460.0,2,0,27,1.4,17,91100.0,1600.0,89500.0,598,student,rented,bachelor,married,resident,no,0.5466392857142857,1,4360.0
1700.0,340.0,5,3,23,1.5,1,208400.0,134900.0,73500.0,706,unemployed,family,bachelor,married,resident,no,0.736025,1,10250.0
2250.0,750.0,3,1,63,1.8,20,151000.0,55900.0,95100.0,634,student,rented,high_school,married,citizen,no,0.5248161904761904,1,5660.0
16340.0,5446.67,3,1,51,6.9,22,596600.0,443100.0,153500.0,634,self_employed,rented,diploma,single,resident,yes,0.3637511904761904,1,1000.0
12480.0,6240.0,2,1,53,19.6,22,499000.0,167700.0,331300.0,703,employed,family,bachelor,single,resident,no,-0.04512166666666666,0,0.0
3660.0,915.0,4,3,23,26.9,11,193400.0,104300.0,89100.0,448,self_employed,owned,high_school,single,citizen,no,0.6063060714285714,1,7080.0
5030.0,1676.67,3,0,56,26.5,17,160000.0,1600.0,158400.0,663,self_employed,family,high_school,single,citizen,no,0.280934625,1,3910.0
38660.0,5522.86,7,2,37,9.3,9,631400.0,499200.0,132200.0,696,employed,family,bachelor,married,resident,no,0.05789666666666666,0,0.0
3890.0,432.22,9,3,54,1.0,12,162900.0,107500.0,55400.0,503,retired,family,diploma,married,resident,no,0.7034852500000001,1,15000.0
